"fips","Name","pov_perc_all","pov_perc_under_18","Alcohol_Abuse","Autism_Spectrum_Disorders","Depression","Drug_Abuse_Substance_Abuse","Schizophrenia_Other_Psychotic_Disorders","total_pop","total_jail_pop","total_jail_pretrial","unemployment","X2020.Total.Population","X2020.LCDC.Total","Ratio.of.LCDCs.to.100.000.Population","X2020.LCSW.Total","Ratio.of.LCSWs.to.100.000.Population","X2020.LPC.Total","Ratio.of.LPCs.to.100.000.Population","X2020.LBSW.Total","Ratio.of.LBSWs.to.100.000.Population","X2020.LMSW.Total","Ratio.of.LMSWs.to.100.000.Population","X2020.Primary.Care.Physician.Total","Ratio.of.Primary.Care.Physicians.to.100.000.Population","MSA_type","Central_Outlying","CBSA.Code","CBSA.Title","CBSA.level","RUCC_2013","State","NCHS_2013","UIC_2013","opioid_per_100","alc_est_per_capita","vet_percent_2020","percent_uninsured","I_35","percent_comp"
"48121","Denton","6.9000000000000004","7.5999999999999996",1.4876,0.2331,18.8744,2.7137,2.3043,859064,1188,781,"     2.9","897,953","146",16.3,"211",23.5,"941",104.8,"89",9.9,"322",35.9,"496",55.2,"Metropolitan Statistical Area","Outlying","19100","Dallas-Fort Worth-Arlington, TX","Metropolitan Statistical Area-Outlying",1,"TX",2,1,30.7,6.50910944350424,4.76025515709019,12.2009098529816,"Non I-35 Corridor",0.973684210526316
"48123","DeWitt","20.5","27.600000000000001",1.801,NA,16.1172,5.0061,2.8083,20187,115,60,"     3.1","21,737","0",0,"3",13.8,"11",50.6,"1",4.6,"6",27.6,"13",59.8,NA,NA,NA,NA,NA,6,"TX",6,6,34.8,NA,6.10371267150928,19.5224091410637,"Non I-35 Corridor",0.789473684210526
"48125","Dickens","18.899999999999999","27.699999999999999",NA,0,15.7025,NA,NA,2249,371.02,211.88,"     3.4","2,174","1",46,"0",0,"0",0,"1",46,"0",0,"0",0,NA,NA,NA,NA,NA,8,"TX",6,7,NA,NA,8.98305084745763,27.2771567106247,"Non I-35 Corridor",0.710526315789474
"48127","Dimmit","25.5","34.399999999999999",2.1739,NA,16.7297,1.7013,2.4575,10308,66,64,"     3.7","11,743","0",0,"0",0,"2",17,"1",8.5,"0",0,"7",59.6,NA,NA,NA,NA,NA,6,"TX",6,6,6,NA,4.93325594892629,26.7224907875061,"Non I-35 Corridor",0.789473684210526
"48129","Donley","16.300000000000001","24.800000000000001",2.8939,0,17.0418,2.2508,5.1447,3319,12,9,"     2.8","3,410","0",0,"0",0,"0",0,"2",58.7,"0",0,"1",29.3,NA,NA,NA,NA,NA,8,"TX",6,7,0.4,NA,6.9060773480663,23.2821360230446,"Non I-35 Corridor",0.815789473684211
"48131","Duval","20","32.100000000000001",2.4096,0,20.8584,3.0873,3.991,11212,28,12,"     5.4","11,796","8",67.8,"0",0,"3",25.4,"1",8.5,"1",8.5,"0",0,"Micropolitan Statistical Area","Outlying","10860","Alice, TX","Micropolitan Statistical Area-Outlying",7,"TX",6,9,3.1,NA,5.54368833282474,37.2842580080032,"Non I-35 Corridor",0.947368421052632
"48133","Eastland","17","23.199999999999999",0.9514,NA,16.4042,2.1654,2.395,18322,80,65,"     3.9","18,205","8",43.9,"0",0,"12",65.9,"7",38.5,"4",22,"9",49.4,NA,NA,NA,NA,NA,6,"TX",6,6,14.5,NA,7.30042313117066,27.9468238353729,"Non I-35 Corridor",0.789473684210526
"48135","Ector","13.6","17.899999999999999",2.2335,0.1613,17.0376,2.0077,2.3464,162124,636,450,"     5.1","184,841","29",15.7,"9",4.9,"64",34.6,"23",12.4,"8",4.3,"103",55.7,"Metropolitan Statistical Area","Central","36220","Odessa, TX","Metropolitan Statistical Area-Central",3,"TX",4,2,41.2,11.5032299858934,3.90443843047508,21.2533786892891,"Non I-35 Corridor",0.973684210526316
"48137","Edwards","19.100000000000001","31.800000000000001",NA,0,11.5578,NA,NA,1928,8,1,"     2.8","1,991","1",50.2,"0",0,"1",50.2,"0",0,"0",0,"1",50.2,NA,NA,NA,NA,NA,9,"TX",6,12,0.6,NA,8.50914205344585,26.7224907875061,"Non I-35 Corridor",0.736842105263158
"48139","Ellis","7.9000000000000004","11.1",1.505,0.2041,20.6811,3.1631,2.6529,179436,465,460,"     3.1","177,721","18",10.1,"28",15.8,"139",78.2,"16",9,"60",33.8,"104",58.5,"Metropolitan Statistical Area","Central","19100","Dallas-Fort Worth-Arlington, TX","Metropolitan Statistical Area-Central",1,"TX",2,1,30.8,2.07840793951833,5.36385128991193,16.6510537266731,"Non I-35 Corridor",0.973684210526316
"48141","El Paso","17.600000000000001","22.699999999999999",1.6697,0.2069,15.4533,2.0859,2.2174,840758,2330,1435,"     4.3","876,120","158",18,"190",21.7,"502",57.3,"141",16.1,"368",42,"512",58.4,"Metropolitan Statistical Area","Central","21340","El Paso, TX","Metropolitan Statistical Area-Central",2,"TX",3,2,27,14.4398994058848,6.34535387572676,23.1371074914932,"Non I-35 Corridor",0.973684210526316
"48143","Erath","12.6","15.5",0.9091,0.9313,17.6497,1.3304,2.439,42446,72,72,"     2.9","41,526","22",53,"5",12,"50",120.4,"6",14.4,"17",40.9,"21",50.6,"Micropolitan Statistical Area","Central","44500","Stephenville, TX","Micropolitan Statistical Area-Central",4,"TX",5,3,35.2,14.1027147725937,5.40604066282759,22.1984326839447,"Non I-35 Corridor",0.973684210526316
"48145","Falls","20","25.199999999999999",3.125,NA,19.0678,3.3898,3.072,17335,35,30,"     3.7","16,603","4",24.1,"4",24.1,"11",66.3,"2",12,"2",12,"1",6,"Metropolitan Statistical Area","Outlying","47380","Waco, TX","Metropolitan Statistical Area-Outlying",2,"TX",3,2,27.4,NA,7.43163602074493,20.4605266451836,"Non I-35 Corridor",0.921052631578947
"48147","Fannin","15.4","17.5",1.4551,0.2298,18.8589,4.0781,2.9102,35286,452,452,"     2.9","34,597","4",11.6,"15",43.4,"13",37.6,"12",34.7,"13",37.6,"10",28.9,"Micropolitan Statistical Area","Central","14300","Bonham, TX","Micropolitan Statistical Area-Central",6,"TX",6,4,18.4,NA,8.33099657899164,24.2695182561874,"Non I-35 Corridor",0.947368421052632
"48149","Fayette","9.4000000000000004","14.4",1.5449,NA,15.7504,1.5851,2.5482,25349,27,12,"     3.1","26,086","0",0,"0",0,"5",19.2,"6",23,"4",15.3,"12",46,NA,NA,NA,NA,NA,6,"TX",6,4,63.2,28.6474319623491,7.31328013095969,27.741950750351,"Non I-35 Corridor",0.815789473684211
"48151","Fisher","13.300000000000001","17.600000000000001",2.2624,0,18.4012,1.6591,NA,3839,7,5,"     3.0","3,985","0",0,"0",0,"1",25.1,"0",0,"1",25.1,"2",50.2,NA,NA,NA,NA,NA,8,"TX",6,7,3.1,NA,7.70697167755991,27.9468238353729,"Non I-35 Corridor",0.789473684210526
"48153","Floyd","17.699999999999999","29.5",NA,0,15.6489,2.1628,1.7812,5837,NA,NA,"     3.9","5,786","0",0,"0",0,"3",51.8,"1",17.3,"1",17.3,"3",51.8,NA,NA,NA,NA,NA,6,"TX",6,6,28.6,NA,5.60903369122547,27.2771567106247,"Non I-35 Corridor",0.736842105263158
"48155","Foard","16.800000000000001","29.899999999999999",NA,0,21.3439,7.5099,NA,1200,NA,NA,"     2.4","1,240","0",0,"0",0,"0",0,"2",161.3,"1",80.6,"0",0,NA,NA,NA,NA,NA,9,"TX",6,10,51.7,NA,8.0365296803653,21.9790354371071,"Non I-35 Corridor",0.710526315789474
"48157","Fort Bend","7.4000000000000004","9.4000000000000004",1.2157,0.2998,13.7463,1.7153,3.1333,787858,987,2847,"     4.0","840,383","122",14.5,"175",20.8,"573",68.2,"46",5.5,"256",30.5,"539",64.1,"Metropolitan Statistical Area","Central","26420","Houston-The Woodlands-Sugar Land, TX","Metropolitan Statistical Area-Central",1,"TX",2,1,20.7,4.2538761927565,3.23914441180438,13.6341407895088,"Non I-35 Corridor",0.973684210526316
"48159","Franklin","12.9","20.399999999999999",1.5532,0.7168,19.6535,2.7479,4.0024,10766,34,46,"     3.0","10,924","2",18.3,"1",9.2,"3",27.5,"1",9.2,"4",36.6,"3",27.5,NA,NA,NA,NA,NA,7,"TX",6,9,28.3,NA,6.90221063809248,20.7215860486031,"Non I-35 Corridor",0.815789473684211
"48161","Freestone","13.300000000000001","16.699999999999999",1.6886,NA,18.5366,3.2645,2.7017,19808,56,47,"     5.5","19,860","0",0,"0",0,"7",35.2,"0",0,"1",5,"9",45.3,NA,NA,NA,NA,NA,7,"TX",6,9,12.1,NA,6.71468999228197,20.4605266451836,"Non I-35 Corridor",0.789473684210526
"48163","Frio","22.300000000000001","28.800000000000001",2.2606,NA,13.8298,2.3936,4.7872,19816,348,48,"     3.3","20,023","0",0,"2",10,"3",15,"0",0,"1",5,"10",49.9,"Micropolitan Statistical Area","Central","37770","Pearsall, TX","Micropolitan Statistical Area-Central",6,"TX",6,4,9.4,NA,3.25809083491977,23.8479003310204,"Non I-35 Corridor",0.921052631578947
"48165","Gaines","11.1","19.800000000000001",1.2295,NA,15.4372,1.776,1.571,20901,21,17,"     2.8","22,121","1",4.5,"0",0,"3",13.6,"1",4.5,"1",4.5,"8",36.2,NA,NA,NA,NA,NA,7,"TX",6,9,10.7,NA,1.92147421057505,24.4458824396133,"Non I-35 Corridor",0.789473684210526
"48167","Galveston","9.9000000000000004","14.1",2.7056,0.1521,18.4759,3.3869,3.0529,337890,1123,832,"     4.6","355,196","79",22.2,"71",20,"191",53.8,"42",11.8,"92",25.9,"245",69,"Metropolitan Statistical Area","Central","26420","Houston-The Woodlands-Sugar Land, TX","Metropolitan Statistical Area-Central",1,"TX",2,1,41.2,19.1056284611129,6.77251755151391,15.7238751649857,"Non I-35 Corridor",0.973684210526316
"48169","Garza","20.600000000000001","23.399999999999999",NA,0,16.4659,NA,NA,6578,65.67,46.25,"     3.1","6,784","2",29.5,"0",0,"3",44.2,"1",14.7,"1",14.7,"2",29.5,NA,NA,NA,NA,NA,6,"TX",6,6,2,NA,3.62792297111417,27.2771567106247,"Non I-35 Corridor",0.736842105263158
"48171","Gillespie","9.1999999999999993","15.199999999999999",1.7752,NA,17.0867,1.5375,1.4424,26804,10,4,"     2.4","26,191","5",19.1,"5",19.1,"14",53.5,"2",7.6,"7",26.7,"30",114.5,"Micropolitan Statistical Area","Central","23240","Fredericksburg, TX","Micropolitan Statistical Area-Central",7,"TX",5,8,72,44.9017773620206,8.18334892422825,21.7678442597389,"Non I-35 Corridor",0.947368421052632
"48173","Glasscock","7.2999999999999998","9.9000000000000004",NA,0,7.362,NA,0,1388,1,NA,"     2.8","1,365","0",0,"0",0,"0",0,"0",0,"0",0,"0",0,NA,NA,NA,NA,NA,8,"TX",5,5,NA,NA,4.92831541218638,24.1987973451614,"Non I-35 Corridor",0.710526315789474
"48175","Goliad","13.199999999999999","20.800000000000001",2.193,NA,17.3684,3.4211,2.807,7584,30,14,"     4.5","7,717","1",13,"1",13,"7",90.7,"0",0,"2",25.9,"1",13,"Metropolitan Statistical Area","Outlying","47020","Victoria, TX","Metropolitan Statistical Area-Outlying",3,"TX",4,2,4.7,NA,7.58699372504278,19.5224091410637,"Non I-35 Corridor",0.921052631578947
"48177","Gonzales","14.300000000000001","22.300000000000001",1.4974,NA,13.5135,1.8992,2.1183,20826,93,65,"     2.7","21,347","3",14.1,"1",4.7,"5",23.4,"1",4.7,"4",18.7,"9",42.2,NA,NA,NA,NA,NA,6,"TX",6,4,13.7,NA,5.84643565867806,19.5224091410637,"Non I-35 Corridor",0.789473684210526
"48179","Gray","14.199999999999999","18",1.7705,NA,16.3773,4.4603,2.9282,21895,56,49,"     4.5","24,252","3",12.4,"1",4.1,"12",49.5,"6",24.7,"4",16.5,"12",49.5,"Micropolitan Statistical Area","Central","37420","Pampa, TX","Micropolitan Statistical Area-Central",6,"TX",5,5,67.8,NA,6.34569180760352,23.2821360230446,"Non I-35 Corridor",0.921052631578947
"48181","Grayson","13.6","20.800000000000001",2.093,0.1763,19.5803,4.1474,2.8531,133991,379,277,"     3.3","131,710","36",27.3,"21",15.9,"94",71.4,"23",17.5,"46",34.9,"124",94.1,"Metropolitan Statistical Area","Central","43300","Sherman-Denison, TX","Metropolitan Statistical Area-Central",3,"TX",4,2,64.4,2.21331975830548,7.57324243966859,24.2695182561874,"Non I-35 Corridor",0.973684210526316
"48183","Gregg","18.100000000000001","26.300000000000001",1.8127,0.1678,19.2414,3.2226,3.1286,123707,697,497,"     4.4","125,730","49",39,"35",27.8,"106",84.3,"32",25.5,"44",35,"150",119.3,"Metropolitan Statistical Area","Central","30980","Longview, TX","Metropolitan Statistical Area-Central",3,"TX",4,2,105,6.43920186092934,6.62271911396582,21.7248544096947,"Non I-35 Corridor",0.973684210526316
"48185","Grimes","15.300000000000001","20.600000000000001",1.8556,NA,19.4405,2.5978,2.5121,28360,72,58,"     4.6","28,930","3",10.4,"1",3.5,"9",31.1,"2",6.9,"0",0,"14",48.4,NA,NA,NA,NA,NA,6,"TX",6,4,9.4,NA,5.67514008473418,18.638750910759,"Non I-35 Corridor",0.789473684210526
"48187","Guadalupe","8.5","10.699999999999999",1.6491,0.107,15.4592,2.864,2.1653,163694,364,250,"     3.1","170,266","25",14.7,"47",27.6,"111",65.2,"19",11.2,"80",47,"61",35.8,"Metropolitan Statistical Area","Central","41700","San Antonio-New Braunfels, TX","Metropolitan Statistical Area-Central",1,"TX",2,1,18.9,10.4223362245666,9.59955068150498,13.9921694993973,"I-35 Corridor",0.973684210526316
"48189","Hale","17.600000000000001","24.600000000000001",1.9462,NA,19.4333,2.1179,2.5758,33830,95,56,"     4.3","33,202","11",33.1,"3",9,"37",111.4,"7",21.1,"4",12,"19",57.2,"Micropolitan Statistical Area","Central","38380","Plainview, TX","Micropolitan Statistical Area-Central",4,"TX",5,5,29.2,9.22452493696575,4.01881803087141,27.2771567106247,"Non I-35 Corridor",0.947368421052632
"48191","Hall","18.600000000000001","36.700000000000003",1.9784,0,14.7482,2.518,NA,3028,5,8,"     3.4","3,305","0",0,"0",0,"0",0,"0",0,"0",0,"0",0,NA,NA,NA,NA,NA,9,"TX",6,12,15.9,NA,6.44247787610619,23.2821360230446,"Non I-35 Corridor",0.789473684210526
"48193","Hamilton","14.699999999999999","20.899999999999999",2.4496,NA,23.5591,1.9452,3.17,8484,12,13,"     2.9","8,220","4",48.7,"1",12.2,"5",60.8,"2",24.3,"1",12.2,"10",121.7,NA,NA,NA,NA,NA,6,"TX",6,6,49.8,NA,8.08805643395768,12.8642752766609,"Non I-35 Corridor",0.789473684210526
"48195","Hansford","10.699999999999999","15.4",NA,0,14.9798,NA,2.0243,5463,3,3,"     2.2","5,820","0",0,"0",0,"2",34.4,"0",0,"0",0,"4",68.7,NA,NA,NA,NA,NA,7,"TX",6,9,5.9,NA,4.29517502365184,23.2821360230446,"Non I-35 Corridor",0.763157894736842
"48197","Hardeman","15","23.600000000000001",2.2663,0,15.864,4.6742,1.8414,3922,8,3,"     3.3","3,870","0",0,"3",77.5,"0",0,"2",51.7,"0",0,"3",77.5,NA,NA,NA,NA,NA,9,"TX",6,9,37.7,NA,6.11439842209073,21.9790354371071,"Non I-35 Corridor",0.815789473684211
"48199","Hardin","10.4","12.9",1.4731,NA,20.0982,7.3993,2.743,57207,154,162,"     5.6","56,486","8",14.2,"2",3.5,"26",46,"18",31.9,"7",12.4,"10",17.7,"Metropolitan Statistical Area","Outlying","13140","Beaumont-Port Arthur, TX","Metropolitan Statistical Area-Outlying",2,"TX",3,2,16.7,NA,7.38382742615283,16.871777176857,"Non I-35 Corridor",0.921052631578947
"48201","Harris","15.9","23.300000000000001",1.676,0.1996,16.064,2.7396,3.033,4698619,8673,6609,"     4.4","4,978,845","993",19.9,"1,722",34.6,"3,204",64.4,"335",6.7,"1,771",35.6,"4,416",88.7,"Metropolitan Statistical Area","Central","26420","Houston-The Woodlands-Sugar Land, TX","Metropolitan Statistical Area-Central",1,"TX",1,1,37.8,10.7373585041253,3.90197298962513,21.4472845196724,"Non I-35 Corridor",0.973684210526316
"48203","Harrison","15.6","21.899999999999999",1.5785,0.1797,21.5092,3.6191,2.5154,66726,250,238,"     4.8","68,247","12",17.6,"6",8.8,"37",54.2,"9",13.2,"11",16.1,"16",23.4,"Metropolitan Statistical Area","Outlying","30980","Longview, TX","Metropolitan Statistical Area-Outlying",4,"TX",5,5,36.2,NA,6.34088234866863,18.6485171318054,"Non I-35 Corridor",0.947368421052632
"48205","Hartley","9.5","9.0999999999999996",NA,NA,15.8664,NA,NA,5619,15.1,9.15,"     1.5","6,067","0",0,"1",16.5,"1",16.5,"0",0,"1",16.5,"8",131.9,NA,NA,NA,NA,NA,7,"TX",6,11,NA,NA,3.67892976588629,23.2821360230446,"Non I-35 Corridor",0.684210526315789
"48207","Haskell","20","25.600000000000001",1.3613,0,14.0314,1.9895,2.0942,5813,377.77,330.55,"     2.7","6,197","1",16.1,"1",16.1,"2",32.3,"2",32.3,"1",16.1,"4",64.5,NA,NA,NA,NA,NA,6,"TX",6,6,4.9,NA,5.5576070901034,27.9468238353729,"Non I-35 Corridor",0.815789473684211
"48209","Hays","9.5999999999999996","9.9000000000000004",1.8166,0.0927,17.2269,3.3428,1.6621,222631,356,219,"     2.8","234,896","72",30.7,"88",37.5,"214",91.1,"27",11.5,"121",51.5,"150",63.9,"Metropolitan Statistical Area","Central","12420","Austin-Round Rock-Georgetown, TX","Metropolitan Statistical Area-Central",1,"TX",2,1,22.2,11.6150281871845,4.69164174275202,14.4794166088104,"I-35 Corridor",0.973684210526316
"48211","Hemphill","9.5","14.5",NA,0,8.7336,NA,NA,3825,4.89,0.82,"     3.3","4,644","0",0,"0",0,"2",43.1,"1",21.5,"0",0,"6",129.2,NA,NA,NA,NA,NA,7,"TX",6,11,1.5,NA,5.52927261975163,23.2821360230446,"Non I-35 Corridor",0.736842105263158
"48213","Henderson","14.199999999999999","22.600000000000001",1.9655,0.1047,20.2836,3.4397,2.3039,82299,350,389,"     3.5","81,179","10",12.3,"17",20.9,"28",34.5,"18",22.2,"5",6.2,"43",53,"Micropolitan Statistical Area","Central","11980","Athens, TX","Micropolitan Statistical Area-Central",4,"TX",5,3,33.3,NA,7.61655508216677,30.9357047080994,"Non I-35 Corridor",0.947368421052632
"48215","Hidalgo","23.899999999999999","32.5",1.8611,0.1526,22.0324,3.2322,2.4125,865939,1055,936,"     7.0","870,366","126",14.5,"84",9.7,"433",49.7,"235",27,"249",28.6,"546",62.7,"Metropolitan Statistical Area","Central","32580","McAllen-Edinburg-Mission, TX","Metropolitan Statistical Area-Central",2,"TX",3,2,17.3,5.05293523859616,2.43562962444059,32.0111930370331,"Non I-35 Corridor",0.973684210526316
"48217","Hill","14","20.399999999999999",1.7277,NA,19.2899,2.3353,2.5441,36354,139,100,"     3.4","35,673","9",25.2,"6",16.8,"15",42,"3",8.4,"8",22.4,"12",33.6,NA,NA,NA,NA,NA,6,"TX",6,4,34.6,NA,7.37860288788538,20.4605266451836,"Non I-35 Corridor",0.789473684210526
"48219","Hockley","12.9","19.5",1.5531,NA,17.6445,2.0708,2.3296,22980,75,58,"     3.7","24,636","1",4.1,"1",4.1,"15",60.9,"4",16.2,"3",12.2,"11",44.7,"Micropolitan Statistical Area","Central","30220","Levelland, TX","Micropolitan Statistical Area-Central",6,"TX",5,5,27.7,NA,4.94962158146446,27.2771567106247,"Non I-35 Corridor",0.921052631578947
"48221","Hood","9.4000000000000004","14.800000000000001",1.4714,NA,19.3042,2.0951,1.7053,60537,142,98,"     3.6","58,643","9",15.3,"9",15.3,"53",90.4,"17",29,"15",25.6,"42",71.6,"Micropolitan Statistical Area","Central","24180","Granbury, TX","Micropolitan Statistical Area-Central",1,"TX",2,1,56.8,NA,8.60417546024222,22.1984326839447,"Non I-35 Corridor",0.921052631578947
"48223","Hopkins","12.699999999999999","18.899999999999999",1.877,NA,19.934,5.1964,2.8676,36810,94,83,"     3.0","37,040","4",10.8,"7",18.9,"22",59.4,"17",45.9,"17",45.9,"15",40.5,"Micropolitan Statistical Area","Central","44860","Sulphur Springs, TX","Micropolitan Statistical Area-Central",6,"TX",5,3,42.1,8.15505477478457,6.26036371544296,20.7215860486031,"Non I-35 Corridor",0.947368421052632
"48225","Houston","20","27.699999999999999",1.4085,NA,15.4636,2.7582,2.8169,23169,92,76,"     3.4","22,620","3",13.3,"4",17.7,"11",48.6,"4",17.7,"5",22.1,"5",22.1,NA,NA,NA,NA,NA,7,"TX",6,9,13.2,NA,8.0349859512372,26.1826246976852,"Non I-35 Corridor",0.789473684210526
"48227","Howard","15.699999999999999","17.800000000000001",2.2838,NA,15.9598,2.5829,2.3382,36459,58,57,"     5.4","41,236","3",7.3,"9",21.8,"10",24.3,"12",29.1,"11",26.7,"19",46.1,"Micropolitan Statistical Area","Central","13700","Big Spring, TX","Micropolitan Statistical Area-Central",4,"TX",5,5,19.2,11.4744693057946,6.41709695926563,24.1987973451614,"Non I-35 Corridor",0.947368421052632
"48229","Hudspeth","24.199999999999999","33.100000000000001",NA,0,7.4074,NA,NA,4795,107,102,"     3.7","3,400","0",0,"0",0,"0",0,"0",0,"0",0,"1",29.4,"Metropolitan Statistical Area","Outlying","21340","El Paso, TX","Metropolitan Statistical Area-Outlying",2,"TX",3,2,NA,NA,6.77701436602124,24.4458824396133,"Non I-35 Corridor",0.842105263157895
"48231","Hunt","12.6","17.600000000000001",2.2979,0.1117,21.3437,6.814,3.5347,96493,347,215,"     3.6","95,324","13",13.6,"18",18.9,"74",77.6,"13",13.6,"36",37.8,"51",53.5,"Metropolitan Statistical Area","Outlying","19100","Dallas-Fort Worth-Arlington, TX","Metropolitan Statistical Area-Outlying",1,"TX",2,1,29.3,5.00220096842611,7.10712713593981,15.1921257376671,"Non I-35 Corridor",0.973684210526316
"48233","Hutchinson","12.1","15.4",1.5116,NA,15.1495,2.7545,1.9819,21198,60,49,"     4.6","21,461","0",0,"0",0,"1",4.7,"4",18.6,"2",9.3,"8",37.3,"Micropolitan Statistical Area","Central","14420","Borger, TX","Micropolitan Statistical Area-Central",6,"TX",5,5,32.4,NA,6.45583741572489,23.2821360230446,"Non I-35 Corridor",0.921052631578947
"48235","Irion","6.9000000000000004","7.4000000000000004",NA,0,9.6154,NA,0,1522,5.51,3.89,"     3.1","1,508","0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"Metropolitan Statistical Area","Outlying","41660","San Angelo, TX","Metropolitan Statistical Area-Outlying",3,"TX",4,2,NA,NA,6.87376074025116,24.1987973451614,"Non I-35 Corridor",0.868421052631579
"48237","Jack","13.6","18.399999999999999",1.34,0,17.7554,2.7638,2.2613,8843,15,17,"     3.8","8,841","3",33.9,"0",0,"2",22.6,"2",22.6,"0",0,"9",101.8,NA,NA,NA,NA,NA,6,"TX",6,4,8.5,NA,5.07554296506138,21.9790354371071,"Non I-35 Corridor",0.815789473684211
"48239","Jackson","12.699999999999999","17.5",2.1708,NA,18.6686,1.3507,3.4732,14874,60,43,"     3.3","15,899","0",0,"0",0,"7",44,"0",0,"2",12.6,"9",56.6,NA,NA,NA,NA,NA,6,"TX",6,6,16.5,NA,5.19081932212437,19.5224091410637,"Non I-35 Corridor",0.789473684210526
"48241","Jasper","17.300000000000001","24.899999999999999",1.739,NA,20.9457,7.1512,3.2044,35872,94,88,"     6.9","35,525","1",2.8,"0",0,"17",47.9,"9",25.3,"8",22.5,"15",42.2,NA,NA,NA,NA,NA,6,"TX",6,6,27.4,NA,7.2134627046695,26.2936353683472,"Non I-35 Corridor",0.789473684210526
"48243","Jeff Davis","22.199999999999999","59.700000000000003",NA,0,7.6596,NA,NA,2252,NA,NA,"     2.9","2,113","0",0,"0",0,"1",47.3,"0",0,"1",47.3,"1",47.3,NA,NA,NA,NA,NA,9,"TX",6,12,42.8,NA,11.0721442885772,24.4458824396133,"Non I-35 Corridor",0.684210526315789
"48245","Jefferson","18.300000000000001","25.899999999999999",1.5366,0.3262,19.1962,6.8369,3.5697,255001,945,663,"     6.9","258,678","78",30.2,"29",11.2,"170",65.7,"88",34,"70",27.1,"181",70,"Metropolitan Statistical Area","Central","13140","Beaumont-Port Arthur, TX","Metropolitan Statistical Area-Central",2,"TX",3,2,70.3,7.40665663519487,5.77602270335171,25.6831437349319,"Non I-35 Corridor",0.973684210526316
