"fips","Name","pov_perc_all","pov_perc_under_18","pov_perc_under_5","Alcohol_Abuse","Autism_Spectrum_Disorders","Depression","Drug_Abuse_Substance_Abuse","Schizophrenia_Other_Psychotic_Disorders","total_pop","total_jail_pop","total_jail_pretrial","unemployment","County","X2020.Total.Population","X2020.LCDC.Total","Ratio.of.LCDCs.to.100.000.Population","X2020.LCSW.Total","Ratio.of.LCSWs.to.100.000.Population","X2020.LPC.Total","Ratio.of.LPCs.to.100.000.Population","X2020.LBSW.Total","Ratio.of.LBSWs.to.100.000.Population","X2020.LMSW.Total","Ratio.of.LMSWs.to.100.000.Population","X2020.Primary.Care.Physician.Total","Ratio.of.Primary.Care.Physicians.to.100.000.Population","MSA_type","Central_Outlying","CBSA.Code","CBSA.Title","CBSA.level","RUCC_2013","State","NCHS_2013","UIC_2013","percent_comp"
48335,"Mitchell County",18.7,21.9,NA,1.8692,NA,16.3032,2.3884,2.9076,8145,16,36,4.9,"Mitchell County","9,865",1,10.1,"0",0,"1",10.1,1,10.1,"0",0,"4",40.5,NA,NA,NA,NA,NA,7,"TX",6,9,0.771428571428571
48337,"Montague County",12.4,18.2,NA,1.3454,NA,16.3519,2.9237,2.6908,19596,61,52,3.2,"Montague County","19,199",1,5.2,"1",5.2,"6",31.3,5,26,"2",10.4,"8",41.7,NA,NA,NA,NA,NA,6,"TX",6,4,0.771428571428571
48339,"Montgomery County",8.2,10.9,NA,1.6004,0.1593,17.0111,2.9875,2.1486,590925,939,750,4,"Montgomery County","613,951",84,13.7,"93",15.1,"429",69.9,34,5.5,"110",17.9,"581",94.6,"Metropolitan Statistical Area","Outlying",26420,"Houston-The Woodlands-Sugar Land, TX","Metropolitan Statistical Area-Outlying",1,"TX",2,1,0.942857142857143
48341,"Moore County",10.6,14.8,NA,1.473,NA,17.2941,1.4184,2.2913,21485,39,26,2.3,"Moore County","21,575",1,4.6,"0",0,"3",13.9,3,13.9,"3",13.9,"15",69.5,"Micropolitan Statistical Area","Central",20300,"Dumas, TX","Micropolitan Statistical Area-Central",7,"TX",5,8,0.914285714285714
48343,"Morris County",17,25.1,NA,1.5238,NA,18.381,4.2857,3.7143,12339,27,13,7.4,"Morris County","12,448",0,0,"1",8,"5",40.2,3,24.1,"2",16.1,"4",32.1,NA,NA,NA,NA,NA,6,"TX",6,6,0.771428571428571
48345,"Motley County",16.3,27.5,NA,NA,0,12.8906,NA,NA,1234,NA,NA,4.1,"Motley County","1,172",0,0,"0",0,"0",0,0,0,"0",0,"0",0,NA,NA,NA,NA,NA,9,"TX",6,12,0.657142857142857
48347,"Nacogdoches County",19.5,23.5,NA,1.6587,NA,15.7643,3.0122,2.9061,65711,233,0,3.8,"Nacogdoches County","64,106",10,15.6,"23",35.9,"76",118.6,29,45.2,"37",57.7,"58",90.5,"Micropolitan Statistical Area","Central",34860,"Nacogdoches, TX","Micropolitan Statistical Area-Central",5,"TX",5,8,0.914285714285714
48349,"Navarro County",14.8,21.9,NA,1.8321,0.2703,21.5948,3.1987,3.7243,49565,211,218,3.7,"Navarro County","47,985",5,10.4,"7",14.6,"30",62.5,11,22.9,"6",12.5,"25",52.1,"Micropolitan Statistical Area","Central",18620,"Corsicana, TX","Micropolitan Statistical Area-Central",4,"TX",5,3,0.942857142857143
48351,"Newton County",21.3,27.9,NA,1.7284,0,21.7284,9.2593,3.2716,13746,579,154,7.4,"Newton County","13,724",1,7.3,"1",7.3,"1",7.3,1,7.3,"4",29.1,"3",21.9,NA,NA,NA,NA,NA,2,"TX",3,2,0.8
48353,"Nolan County",17.2,24.4,NA,1.7234,NA,21.3605,2.5397,3.4014,14751,43,31,3.4,"Nolan County","15,642",5,32,"1",6.4,"8",51.1,3,19.2,"0",0,"8",51.1,"Micropolitan Statistical Area","Central",45020,"Sweetwater, TX","Micropolitan Statistical Area-Central",6,"TX",5,5,0.914285714285714
48355,"Nueces County",17.5,25.9,NA,2.2108,0.2916,19.0051,5.4574,4.1866,362265,1044,500,5,"Nueces County","383,718",129,33.6,"62",16.2,"363",94.6,86,22.4,"101",26.3,"363",94.6,"Metropolitan Statistical Area","Central",18580,"Corpus Christi, TX","Metropolitan Statistical Area-Central",2,"TX",3,2,0.942857142857143
48357,"Ochiltree County",9.2,14.2,NA,1.0837,0,9.8522,NA,1.8719,9947,25,25,3.1,"Ochiltree County","11,309",0,0,"0",0,"3",26.5,1,8.8,"0",0,"6",53.1,NA,NA,NA,NA,NA,7,"TX",6,11,0.771428571428571
48359,"Oldham County",14,28.8,NA,NA,0,11.0266,NA,NA,2131,7,4,2.7,"Oldham County","2,200",0,0,"2",90.9,"6",272.7,1,45.5,"1",45.5,"0",0,"Metropolitan Statistical Area","Outlying",11100,"Amarillo, TX","Metropolitan Statistical Area-Outlying",2,"TX",3,2,0.857142857142857
48361,"Orange County",15.1,21.1,NA,1.4085,0.2074,18.9868,6.5728,2.7951,83572,181,103,6.4,"Orange County","86,155",12,13.9,"3",3.5,"22",25.5,11,12.8,"6",7,"22",25.5,"Metropolitan Statistical Area","Central",13140,"Beaumont-Port Arthur, TX","Metropolitan Statistical Area-Central",2,"TX",3,2,0.942857142857143
48363,"Palo Pinto County",13.9,20.9,NA,2.0349,NA,20.5264,3.539,2.8091,28875,97,81,3.9,"Palo Pinto County","27,859",4,14.4,"4",14.4,"4",14.4,3,10.8,"9",32.3,"16",57.4,"Micropolitan Statistical Area","Central",33420,"Mineral Wells, TX","Micropolitan Statistical Area-Central",6,"TX",5,3,0.914285714285714
48365,"Panola County",15.3,19.5,NA,1.4339,NA,14.1521,2.8367,1.7768,23148,43,35,4.8,"Panola County","24,576",1,4.1,"3",12.2,"5",20.3,3,12.2,"4",16.3,"6",24.4,NA,NA,NA,NA,NA,6,"TX",6,6,0.771428571428571
48367,"Parker County",8,9.8,NA,1.7363,NA,19.2668,3.5823,2.6464,138371,425,363,3,"Parker County","135,621",25,18.4,"14",10.3,"91",67.1,18,13.3,"47",34.7,"68",50.1,"Metropolitan Statistical Area","Outlying",19100,"Dallas-Fort Worth-Arlington, TX","Metropolitan Statistical Area-Outlying",1,"TX",2,1,0.914285714285714
48369,"Parmer County",12.2,17.7,NA,NA,0,12.7256,1.3538,1.1733,9864,32,0,1.9,"Parmer County","9,200",0,0,"0",0,"0",0,1,10.9,"0",0,"2",21.7,NA,NA,NA,NA,NA,7,"TX",6,9,0.771428571428571
48371,"Pecos County",16.5,19.7,NA,1.2574,NA,12.9054,1.456,2.7134,15673,27,31,5,"Pecos County","16,533",3,18.1,"0",0,"1",6,2,12.1,"1",6,"8",48.4,NA,NA,NA,NA,NA,7,"TX",6,11,0.771428571428571
48373,"Polk County",15,22.9,NA,1.8247,NA,15.6747,2.3547,1.9115,50031,955,215,6,"Polk County","49,080",5,10.2,"6",12.2,"22",44.8,7,14.3,"7",14.3,"30",61.1,NA,NA,NA,NA,NA,6,"TX",6,4,0.771428571428571
48375,"Potter County",20.8,29.2,NA,2.4616,0.2372,18.981,3.2385,2.9686,119648,612,461,3,"Potter County","122,706",32,26.1,"43",35,"139",113.3,63,51.3,"53",43.2,"141",114.9,"Metropolitan Statistical Area","Central",11100,"Amarillo, TX","Metropolitan Statistical Area-Central",2,"TX",3,2,0.942857142857143
48377,"Presidio County",19.4,32.4,NA,1.2397,0,8.4298,NA,NA,6948,73,76,7,"Presidio County","5,906",0,0,"1",16.9,"3",50.8,0,0,"0",0,"3",50.8,NA,NA,NA,NA,NA,7,"TX",6,11,0.742857142857143
48379,"Rains County",13.6,20.3,NA,2.207,NA,20.4022,4.6101,2.5012,12159,22,20,2.9,"Rains County","11,378",0,0,"0",0,"2",17.6,2,17.6,"1",8.8,"1",8.8,NA,NA,NA,NA,NA,8,"TX",6,4,0.771428571428571
48381,"Randall County",9.6,11.6,NA,1.4556,0.1348,17.6629,2.0284,1.9004,136271,364,179,2.5,"Randall County","138,104",21,15.2,"21",15.2,"137",99.2,51,36.9,"78",56.5,"44",31.9,"Metropolitan Statistical Area","Central",11100,"Amarillo, TX","Metropolitan Statistical Area-Central",2,"TX",3,2,0.942857142857143
48383,"Reagan County",8.3,10.1,NA,NA,0,13.2013,3.9604,NA,3741,78,17,4.7,"Reagan County","4,226",0,0,"0",0,"0",0,0,0,"0",0,"2",47.3,NA,NA,NA,NA,NA,6,"TX",6,6,0.742857142857143
48385,"Real County",16.4,32.1,NA,2.1965,0,16.763,2.0809,5.5491,3478,NA,NA,4.5,"Real County","3,407",0,0,"1",29.4,"0",0,1,29.4,"1",29.4,"0",0,NA,NA,NA,NA,NA,9,"TX",6,10,0.742857142857143
48387,"Red River County",15.7,25.6,NA,1.5564,NA,18.249,6.537,2.8016,12175,31,26,4.5,"Red River County","12,610",0,0,"2",15.9,"5",39.7,6,47.6,"2",15.9,"2",15.9,NA,NA,NA,NA,NA,6,"TX",6,6,0.771428571428571
48389,"Reeves County",19,20.5,NA,1.865,NA,12.7331,1.4148,2.8296,15695,61,28,3.5,"Reeves County","15,707",1,6.4,"1",6.4,"1",6.4,1,6.4,"1",6.4,"8",50.9,"Micropolitan Statistical Area","Central",37780,"Pecos, TX","Micropolitan Statistical Area-Central",7,"TX",5,8,0.914285714285714
48391,"Refugio County",15.3,23.7,NA,2.2065,NA,18.6231,3.1774,4.9426,7032,38,38,4.7,"Refugio County","7,573",1,13.2,"0",0,"3",39.6,0,0,"0",0,"3",39.6,NA,NA,NA,NA,NA,6,"TX",6,6,0.771428571428571
48393,"Roberts County",6.4,9.1,NA,0,0,17.2932,NA,NA,903,1.11,0.18,3.7,"Roberts County","983",0,0,"0",0,"0",0,1,101.7,"0",0,"0",0,"Micropolitan Statistical Area","Outlying",37420,"Pampa, TX","Micropolitan Statistical Area-Outlying",9,"TX",6,10,0.885714285714286
48395,"Robertson County",14.2,23.2,NA,1.9682,NA,20.6449,2.5126,3.0988,17284,28,8,3.5,"Robertson County","16,888",1,5.9,"1",5.9,"5",29.6,4,23.7,"4",23.7,"0",0,"Metropolitan Statistical Area","Outlying",17780,"College Station-Bryan, TX","Metropolitan Statistical Area-Outlying",3,"TX",4,2,0.914285714285714
48397,"Rockwall County",4.8,6.4,NA,1.3517,0.1833,19.5304,3.0355,2.8179,100657,258,208,3,"Rockwall County","102,243",11,10.8,"28",27.4,"102",99.8,12,11.7,"26",25.4,"94",91.9,"Metropolitan Statistical Area","Central",19100,"Dallas-Fort Worth-Arlington, TX","Metropolitan Statistical Area-Central",1,"TX",2,1,0.942857142857143
48399,"Runnels County",14.3,21.4,NA,1.8803,0,20.188,2.7709,2.8204,10234,27.98,16.66,2.8,"Runnels County","11,009",1,9.1,"2",18.2,"2",18.2,2,18.2,"4",36.3,"9",81.8,NA,NA,NA,NA,NA,6,"TX",6,6,0.8
48401,"Rusk County",14.2,18.1,NA,1.3092,NA,17.418,2.8008,2.6516,54450,89,77,4.1,"Rusk County","52,767",26,49.3,"0",0,"21",39.8,8,15.2,"10",19,"22",41.7,"Metropolitan Statistical Area","Outlying",30980,"Longview, TX","Metropolitan Statistical Area-Outlying",3,"TX",4,2,0.914285714285714
48403,"Sabine County",16,25.4,NA,1.7893,NA,17.2167,4.0557,2.4254,10589,14,15,7,"Sabine County","9,936",1,10.1,"0",0,"2",20.1,1,10.1,"1",10.1,"3",30.2,NA,NA,NA,NA,NA,8,"TX",6,7,0.771428571428571
48405,"San Augustine County",19.6,29.7,NA,2.0347,NA,21.9031,2.5135,3.471,8232,20,16,5.8,"San Augustine County","8,405",0,0,"0",0,"1",11.9,1,11.9,"2",23.8,"2",23.8,NA,NA,NA,NA,NA,9,"TX",6,10,0.771428571428571
48407,"San Jacinto County",16.1,26.1,NA,1.7296,0,17.5786,5.2201,2.5786,28719,61,51,5.1,"San Jacinto County","28,844",1,3.5,"2",6.9,"2",6.9,1,3.5,"2",6.9,"4",13.9,NA,NA,NA,NA,NA,8,"TX",6,4,0.8
48409,"San Patricio County",14.8,21.6,NA,2.4099,NA,19.6645,5.9186,2.7376,66893,221,194,6.9,"San Patricio County","71,325",16,22.4,"5",7,"22",30.8,7,9.8,"8",11.2,"22",30.8,"Metropolitan Statistical Area","Central",18580,"Corpus Christi, TX","Metropolitan Statistical Area-Central",2,"TX",3,2,0.914285714285714
48411,"San Saba County",17.4,26.1,NA,1.581,NA,14.1304,1.6798,2.3715,6054,5,1,3.3,"San Saba County","5,873",2,34.1,"0",0,"3",51.1,1,17,"1",17,"1",17,NA,NA,NA,NA,NA,7,"TX",6,9,0.771428571428571
48413,"Schleicher County",13.2,19,NA,NA,0,13.3489,2.8103,3.5129,2895,9,7,3.7,"Schleicher County","3,312",0,0,"0",0,"1",30.2,0,0,"0",0,"1",30.2,NA,NA,NA,NA,NA,8,"TX",6,7,0.771428571428571
48415,"Scurry County",13.8,17.6,NA,1.7259,NA,15.6345,2.8426,2.9949,16866,45.39,12.55,4.4,"Scurry County","18,368",2,10.9,"1",5.4,"3",16.3,2,10.9,"0",0,"13",70.8,"Micropolitan Statistical Area","Central",43660,"Snyder, TX","Micropolitan Statistical Area-Central",7,"TX",5,8,0.914285714285714
48417,"Shackelford County",12.5,15.8,NA,NA,0,22.3301,2.5243,2.3301,3253,16,11,2.5,"Shackelford County","3,405",1,29.4,"0",0,"2",58.7,0,0,"0",0,"1",29.4,NA,NA,NA,NA,NA,8,"TX",6,7,0.771428571428571
48419,"Shelby County",18,24.4,NA,1.7165,NA,16.9577,4.4096,2.4859,25418,55,28,3.7,"Shelby County","25,545",0,0,"3",11.7,"18",70.5,6,23.5,"7",27.4,"4",15.7,NA,NA,NA,NA,NA,7,"TX",6,9,0.771428571428571
48421,"Sherman County",11.3,16.9,NA,NA,0,13.1034,NA,NA,3079,2,0,2.2,"Sherman County","3,276",0,0,"0",0,"0",0,1,30.5,"0",0,"0",0,NA,NA,NA,NA,NA,9,"TX",6,10,0.714285714285714
48423,"Smith County",12.7,18.2,NA,1.7074,0.1929,18.8819,3.3899,2.5362,230221,804,421,3.5,"Smith County","235,143",72,30.6,"44",18.7,"212",90.2,86,36.6,"72",30.6,"284",120.8,"Metropolitan Statistical Area","Central",46340,"Tyler, TX","Metropolitan Statistical Area-Central",3,"TX",4,2,0.942857142857143
48425,"Somervell County",8.3,12.8,NA,1.5803,NA,21.9491,2.4583,2.8973,9016,40,27,3.4,"Somervell County","9,294",0,0,"0",0,"5",53.8,4,43,"3",32.3,"9",96.8,NA,NA,NA,NA,NA,1,"TX",2,1,0.771428571428571
48427,"Starr County",25.2,35.3,NA,1.4763,NA,21.2032,2.8972,3.2109,64525,205,0,13.4,"Starr County","64,731",5,7.7,"0",0,"19",29.4,10,15.4,"8",12.4,"17",26.3,"Micropolitan Statistical Area","Central",40100,"Rio Grande City-Roma, TX","Micropolitan Statistical Area-Central",4,"TX",5,5,0.914285714285714
48429,"Stephens County",15.6,23.5,NA,2.4691,NA,22.085,2.9492,2.2634,9433,32,23,3.2,"Stephens County","9,570",17,177.6,"0",0,"5",52.2,2,20.9,"0",0,"7",73.1,NA,NA,NA,NA,NA,7,"TX",6,11,0.771428571428571
48431,"Sterling County",10.2,13.5,NA,NA,0,14.4509,NA,NA,1311,2.56,1.31,3.6,"Sterling County","1,252",0,0,"0",0,"0",0,0,0,"1",79.9,"0",0,"Metropolitan Statistical Area","Outlying",41660,"San Angelo, TX","Metropolitan Statistical Area-Outlying",8,"TX",6,7,0.857142857142857
48433,"Stonewall County",14.3,22.5,NA,NA,0,21.2544,NA,NA,1362,2,2,3.3,"Stonewall County","1,523",0,0,"0",0,"0",0,1,65.7,"0",0,"1",65.7,NA,NA,NA,NA,NA,9,"TX",6,12,0.714285714285714
48435,"Sutton County",11.7,17.3,NA,1.8425,NA,10.2178,NA,NA,3758,7,2,5.7,"Sutton County","4,381",1,22.8,"0",0,"0",0,0,0,"0",0,"2",45.7,NA,NA,NA,NA,NA,7,"TX",6,11,0.714285714285714
48437,"Swisher County",19.6,27.2,NA,2.0499,0,13.0125,1.426,1.9608,7462,13,13,3.3,"Swisher County","7,414",0,0,"1",13.5,"1",13.5,1,13.5,"0",0,"4",54,NA,NA,NA,NA,NA,6,"TX",6,6,0.8
48439,"Tarrant County",10.5,15.4,NA,1.9166,0.2814,20.7678,4.0888,3.1752,2084931,3501,2519,3.5,"Tarrant County","2,143,755",375,17.5,"754",35.2,"1,826",85.2,415,19.4,"1,365",63.7,"1,793",83.6,"Metropolitan Statistical Area","Central",19100,"Dallas-Fort Worth-Arlington, TX","Metropolitan Statistical Area-Central",1,"TX",1,1,0.942857142857143
48441,"Taylor County",12.2,16.9,NA,2.1353,0.455,19.8483,3.4213,4.0279,137640,547,416,3.1,"Taylor County","139,457",55,39.4,"35",25.1,"200",143.4,68,48.8,"92",66,"122",87.5,"Metropolitan Statistical Area","Central",10180,"Abilene, TX","Metropolitan Statistical Area-Central",3,"TX",4,2,0.942857142857143
48443,"Terrell County",14,13.2,NA,NA,0,14.2857,NA,NA,823,2,1,3.1,"Terrell County","1,054",0,0,"0",0,"0",0,0,0,"0",0,"0",0,NA,NA,NA,NA,NA,9,"TX",6,12,0.714285714285714
48445,"Terry County",18.5,27.4,NA,1.7771,NA,15.4281,1.8578,4.8465,12287,77,65,4,"Terry County","13,040",1,7.7,"0",0,"0",0,1,7.7,"0",0,"4",30.7,NA,NA,NA,NA,NA,6,"TX",6,6,0.771428571428571
48447,"Throckmorton County",13.5,27.7,NA,NA,0,11.7089,3.481,NA,1515,86.23,75.45,1.9,"Throckmorton County","1,519",0,0,"0",0,"1",65.8,0,0,"0",0,"1",65.8,NA,NA,NA,NA,NA,9,"TX",6,12,0.742857142857143
48449,"Titus County",14.3,21.4,NA,1.4462,0.3385,17.1385,3.0154,5.8462,33033,119,87,3.7,"Titus County","32,953",1,3,"4",12.1,"25",75.9,10,30.3,"14",42.5,"30",91,"Micropolitan Statistical Area","Central",34420,"Mount Pleasant, TX","Micropolitan Statistical Area-Central",7,"TX",5,8,0.942857142857143
48451,"Tom Green County",12,16.6,NA,2.0669,0.4011,17.9426,3.6375,3.4063,118189,454.49,321.11,3.3,"Tom Green County","123,276",41,33.3,"33",26.8,"125",101.4,42,34.1,"40",32.4,"126",102.2,"Metropolitan Statistical Area","Central",41660,"San Angelo, TX","Metropolitan Statistical Area-Central",3,"TX",4,2,0.942857142857143
48453,"Travis County",10.2,10.9,NA,2.4612,0.2881,18.503,3.0947,3.3085,1248743,2441,1784,2.7,"Travis County","1,291,502",386,29.9,"1,451",112.3,"1,698",131.5,176,13.6,"1,239",95.9,"1,321",102.3,"Metropolitan Statistical Area","Central",12420,"Austin-Round Rock-Georgetown, TX","Metropolitan Statistical Area-Central",1,"TX",1,1,0.942857142857143
48455,"Trinity County",16.8,26.5,NA,1.5468,NA,15.2359,3.4803,2.3202,14740,7,4,5.4,"Trinity County","14,233",2,14.1,"0",0,"3",21.1,0,0,"0",0,"3",21.1,NA,NA,NA,NA,NA,7,"TX",5,8,0.771428571428571
48457,"Tyler County",18.9,27.9,NA,1.7354,NA,17.1367,6.1667,2.82,21696,34,29,6,"Tyler County","21,343",1,4.7,"0",0,"6",28.1,4,18.7,"4",18.7,"3",14.1,NA,NA,NA,NA,NA,6,"TX",6,6,0.771428571428571
48459,"Upshur County",12.6,17.8,NA,1.572,NA,18.8636,3.2008,2.2159,41260,200,148,4.4,"Upshur County","41,655",8,19.2,"4",9.6,"16",38.4,8,19.2,"2",4.8,"7",16.8,"Metropolitan Statistical Area","Outlying",30980,"Longview, TX","Metropolitan Statistical Area-Outlying",3,"TX",4,2,0.914285714285714
48461,"Upton County",12.1,17,NA,NA,0,16.0326,NA,NA,3671,47,29,3.7,"Upton County","3,983",0,0,"0",0,"0",0,0,0,"0",0,"2",50.2,NA,NA,NA,NA,NA,8,"TX",6,7,0.714285714285714
48463,"Uvalde County",19,30.7,NA,1.7507,0,14.4884,1.811,1.9318,26846,129,84,3.9,"Uvalde County","27,937",5,17.9,"1",3.6,"15",53.7,3,10.7,"6",21.5,"15",53.7,"Micropolitan Statistical Area","Central",46620,"Uvalde, TX","Micropolitan Statistical Area-Central",6,"TX",5,3,0.942857142857143
48465,"Val Verde County",15.6,24.3,NA,1.5934,NA,14.8589,1.3822,1.5166,49208,1160,1182,4.4,"Val Verde County","48,253",2,4.1,"8",16.6,"8",16.6,2,4.1,"5",10.4,"23",47.7,"Micropolitan Statistical Area","Central",19620,"Del Rio, TX","Micropolitan Statistical Area-Central",5,"TX",5,8,0.914285714285714
48467,"Van Zandt County",12.9,17.7,NA,1.4054,NA,20.6508,3.2287,2.2917,56019,158,152,3.1,"Van Zandt County","55,469",18,32.5,"5",9,"22",39.7,9,16.2,"8",14.4,"11",19.8,NA,NA,NA,NA,NA,6,"TX",6,4,0.771428571428571
48469,"Victoria County",16.5,24.4,NA,2.9577,0.1217,18.757,2.6582,3.3602,92035,392,350,4.3,"Victoria County","97,744",17,17.4,"14",14.3,"82",83.9,14,14.3,"32",32.7,"87",89,"Metropolitan Statistical Area","Central",47020,"Victoria, TX","Metropolitan Statistical Area-Central",3,"TX",4,2,0.942857142857143
48471,"Walker County",18,20.8,NA,1.2736,NA,15.6117,3.763,2.8946,72480,63,92,4.5,"Walker County","73,997",22,29.7,"8",10.8,"79",106.8,12,16.2,"10",13.5,"38",51.4,"Micropolitan Statistical Area","Central",26660,"Huntsville, TX","Micropolitan Statistical Area-Central",4,"TX",5,3,0.914285714285714
48473,"Waller County",12.6,17.4,NA,1.643,NA,15.6224,2.005,2.6177,53126,85,69,4.2,"Waller County","50,731",6,11.8,"7",13.8,"19",37.5,4,7.9,"6",11.8,"5",9.9,"Metropolitan Statistical Area","Outlying",26420,"Houston-The Woodlands-Sugar Land, TX","Metropolitan Statistical Area-Outlying",1,"TX",2,1,0.914285714285714
48475,"Ward County",9.8,14.4,NA,1.8972,0,15.8103,1.7391,2.4506,11720,43,26,4.5,"Ward County","13,592",1,7.4,"0",0,"1",7.4,1,7.4,"0",0,"1",7.4,NA,NA,NA,NA,NA,6,"TX",6,6,0.8
48477,"Washington County",11.7,17.6,NA,1.3156,0.6322,14.4712,1.7427,2.3407,35108,84,88,3.6,"Washington County","35,155",4,11.4,"4",11.4,"16",45.5,6,17.1,"11",31.3,"28",79.6,"Micropolitan Statistical Area","Central",14780,"Brenham, TX","Micropolitan Statistical Area-Central",6,"TX",5,3,0.942857142857143
48479,"Webb County",19.9,30.3,NA,2.0956,0.3276,14.5442,1.4976,2.3244,275910,544,461,4.3,"Webb County","276,183",94,34,"8",2.9,"125",45.3,35,12.7,"40",14.5,"116",42,"Metropolitan Statistical Area","Central",29700,"Laredo, TX","Metropolitan Statistical Area-Central",2,"TX",3,2,0.942857142857143
48481,"Wharton County",13.8,20.6,NA,1.5457,0.2728,14.8754,1.4184,3.2551,41619,130,121,3.8,"Wharton County","41,941",1,2.4,"7",16.7,"25",59.6,6,14.3,"4",9.5,"23",54.8,"Micropolitan Statistical Area","Central",20900,"El Campo, TX","Micropolitan Statistical Area-Central",4,"TX",5,3,0.942857142857143
48483,"Wheeler County",13.5,20.3,NA,1.3793,0,14.5977,2.4138,2.1839,5191,3,2,4.3,"Wheeler County","5,783",0,0,"0",0,"2",34.6,1,17.3,"0",0,"3",51.9,NA,NA,NA,NA,NA,9,"TX",6,10,0.8
48485,"Wichita County",16,20.9,NA,2.1193,0.1793,24.4593,6.8743,3.7387,132064,485,400,3.6,"Wichita County","133,138",27,20.3,"42",31.5,"149",111.9,117,87.9,"45",33.8,"125",93.9,"Metropolitan Statistical Area","Central",48660,"Wichita Falls, TX","Metropolitan Statistical Area-Central",3,"TX",4,2,0.942857142857143
48487,"Wilbarger County",14.6,21.1,NA,5.1969,NA,20.0219,10.3939,3.1729,12820,30,NA,4.8,"Wilbarger County","13,038",4,30.7,"12",92,"14",107.4,17,130.4,"6",46,"5",38.3,"Micropolitan Statistical Area","Central",46900,"Vernon, TX","Micropolitan Statistical Area-Central",6,"TX",5,5,0.885714285714286
48489,"Willacy County",24.7,34,NA,2.657,0,23.1884,3.9855,3.6232,21515,62,52,8.4,"Willacy County","22,134",1,4.5,"3",13.6,"11",49.7,5,22.6,"9",40.7,"7",31.6,"Micropolitan Statistical Area","Central",39700,"Raymondville, TX","Micropolitan Statistical Area-Central",6,"TX",5,5,0.942857142857143
48491,"Williamson County",5.6,6.3,NA,2.0875,0.1303,18.9043,2.7049,1.8703,566719,626,466,2.7,"Williamson County","589,914",107,18.1,"237",40.2,"504",85.4,56,9.5,"211",35.8,"509",86.3,"Metropolitan Statistical Area","Central",12420,"Austin-Round Rock-Georgetown, TX","Metropolitan Statistical Area-Central",1,"TX",2,1,0.942857142857143
48493,"Wilson County",9.4,11.5,NA,1.5632,NA,17.1738,3.293,2.3135,50224,117,0,3,"Wilson County","51,802",5,9.7,"8",15.4,"27",52.1,6,11.6,"15",29,"16",30.9,"Metropolitan Statistical Area","Outlying",41700,"San Antonio-New Braunfels, TX","Metropolitan Statistical Area-Outlying",1,"TX",2,1,0.914285714285714
48495,"Winkler County",11.8,16.9,NA,1.8088,0,14.7287,1.5504,NA,7720,88.23,68.62,5.4,"Winkler County","9,295",1,10.8,"0",0,"0",0,0,0,"1",10.8,"1",10.8,NA,NA,NA,NA,NA,6,"TX",6,6,0.771428571428571
48497,"Wise County",10,12.4,NA,1.4419,NA,19.6777,3.5765,2.7566,68305,186,169,3.3,"Wise County","65,807",7,10.6,"10",15.2,"34",51.7,8,12.2,"18",27.4,"41",62.3,"Metropolitan Statistical Area","Outlying",19100,"Dallas-Fort Worth-Arlington, TX","Metropolitan Statistical Area-Outlying",1,"TX",2,1,0.914285714285714
48499,"Wood County",13.5,21.4,NA,1.7599,NA,18.8675,3.1045,1.8037,45129,151,105,4.3,"Wood County","45,292",18,39.7,"3",6.6,"25",55.2,11,24.3,"5",11,"21",46.4,NA,NA,NA,NA,NA,6,"TX",6,6,0.771428571428571
48501,"Yoakum County",10.8,14.9,NA,1.3699,0,13.2005,NA,2.2416,8591,15,9,4.8,"Yoakum County","9,225",0,0,"0",0,"1",10.8,0,0,"0",0,"4",43.4,NA,NA,NA,NA,NA,7,"TX",6,9,0.771428571428571
48503,"Young County",14.8,22.1,NA,1.8628,NA,21.0838,3.2458,3.1329,18045,80,68,3.2,"Young County","18,712",3,16,"3",16,"10",53.4,9,48.1,"4",21.4,"16",85.5,NA,NA,NA,NA,NA,7,"TX",6,11,0.771428571428571
48505,"Zapata County",24.6,39.5,NA,2.459,0,15.4247,2.0864,2.608,14190,156,83,8.5,"Zapata County","14,409",3,20.8,"0",0,"1",6.9,0,0,"0",0,"0",0,"Micropolitan Statistical Area","Central",49820,"Zapata, TX","Micropolitan Statistical Area-Central",6,"TX",5,5,0.942857142857143
48507,"Zavala County",27.2,39,NA,2.7128,0,14.3124,2.5257,2.7128,11983,64,20,9.2,"Zavala County","12,682",2,15.8,"0",0,"2",15.8,3,23.7,"0",0,"2",15.8,NA,NA,NA,NA,NA,7,"TX",6,9,0.8
