Fiscal Year,County,Region,Children in DFPS Responsibility
2014,Jim Wells,11-Edinburg,91
2014,Johnson,3-Arlington,413
2014,Jones,2-Abilene,17
2014,Karnes,8-San Antonio,56
2014,Kaufman,3-Arlington,147
2014,Kendall,8-San Antonio,39
2014,Kent,2-Abilene,4
2014,Kerr,8-San Antonio,156
2014,Kimble,9-Midland,23
2014,Kinney,8-San Antonio,5
2014,Kleberg,11-Edinburg,96
2014,Knox,2-Abilene,9
2014,La Salle,8-San Antonio,27
2014,Lamar,4-Tyler,138
2014,Lamb,1-Lubbock,54
2014,Lampasas,7-Austin,75
2014,Lavaca,8-San Antonio,30
2014,Lee,7-Austin,57
2014,Leon,7-Austin,52
2014,Liberty,6-Houston,273
2014,Limestone,7-Austin,50
2014,Lipscomb,1-Lubbock,2
2014,Live Oak,11-Edinburg,58
2014,Llano,7-Austin,61
2014,Lubbock,1-Lubbock,920
2014,Lynn,1-Lubbock,15
2014,Madison,7-Austin,23
2014,Marion,4-Tyler,22
2014,Martin,9-Midland,1
2014,Mason,9-Midland,1
2014,Matagorda,6-Houston,56
2014,Maverick,8-San Antonio,28
2014,McCulloch,9-Midland,23
2014,McLennan,7-Austin,702
2014,McMullen,11-Edinburg,4
2014,Medina,8-San Antonio,197
2014,Menard,9-Midland,5
2014,Midland,9-Midland,187
2014,Milam,7-Austin,110
2014,Mills,7-Austin,12
2014,Mitchell,2-Abilene,6
2014,Montague,2-Abilene,64
2014,Montgomery,6-Houston,668
2014,Moore,1-Lubbock,25
2014,Morris,4-Tyler,21
2014,Motley,1-Lubbock,2
2014,Nacogdoches,5-Beaumont,184
2014,Navarro,3-Arlington,97
2014,Newton,5-Beaumont,22
2014,Nolan,2-Abilene,46
2014,Nueces,11-Edinburg,471
2014,Ochiltree,1-Lubbock,9
2014,Oldham,1-Lubbock,1
2014,Orange,5-Beaumont,225
2014,Palo Pinto,3-Arlington,215
2014,Panola,4-Tyler,34
2014,Parker,3-Arlington,283
2014,Parmer,1-Lubbock,3
2014,Pecos,9-Midland,27
2014,Polk,5-Beaumont,128
2014,Potter,1-Lubbock,435
2014,Presidio,10-El Paso,9
2014,Rains,4-Tyler,22
2014,Randall,1-Lubbock,280
2014,Reagan,9-Midland,2
2014,Real,8-San Antonio,20
2014,Red River,4-Tyler,33
2014,Reeves,9-Midland,17
2014,Refugio,11-Edinburg,16
2014,Robertson,7-Austin,27
2014,Rockwall,3-Arlington,37
2014,Runnels,2-Abilene,37
2014,Rusk,4-Tyler,159
2014,Sabine,5-Beaumont,9
2014,San Augustine,5-Beaumont,11
2014,San Jacinto,5-Beaumont,49
2014,San Patricio,11-Edinburg,165
2014,San Saba,7-Austin,36
2014,Schleicher,9-Midland,13
2014,Scurry,2-Abilene,28
2014,Shackelford,2-Abilene,1
2014,Shelby,5-Beaumont,66
2014,Sherman,1-Lubbock,1
2014,Smith,4-Tyler,485
2014,Somervell,3-Arlington,16
2014,Starr,11-Edinburg,106
2014,Stephens,2-Abilene,21
2014,Sterling,9-Midland,4
2014,Stonewall,2-Abilene,1
2014,Sutton,9-Midland,5
2014,Swisher,1-Lubbock,23
2014,Tarrant,3-Arlington,2104
2014,Taylor,2-Abilene,361
2014,Terry,1-Lubbock,78
2014,Titus,4-Tyler,47
2014,Tom Green,9-Midland,589
2014,Travis,7-Austin,1617
2014,Trinity,5-Beaumont,41
2014,Tyler,5-Beaumont,30
2014,Upshur,4-Tyler,84
2014,Upton,9-Midland,8
2014,Uvalde,8-San Antonio,84
2014,Val Verde,8-San Antonio,54
2014,Van Zandt,4-Tyler,191
2014,Victoria,8-San Antonio,255
2014,Walker,6-Houston,89
2014,Waller,6-Houston,65
2014,Ward,9-Midland,22
2014,Washington,7-Austin,64
2014,Webb,11-Edinburg,697
2014,Wharton,6-Houston,36
2014,Wheeler,1-Lubbock,11
2014,Wichita,2-Abilene,310
2014,Wilbarger,2-Abilene,21
2014,Willacy,11-Edinburg,83
2014,Williamson,7-Austin,440
2014,Wilson,8-San Antonio,111
2014,Winkler,9-Midland,8
2014,Wise,3-Arlington,154
2014,Wood,4-Tyler,164
2014,Yoakum,1-Lubbock,15
2014,Young,2-Abilene,34
2014,Zapata,11-Edinburg,47
2014,Zavala,8-San Antonio,47
2013,Anderson,4-Tyler,118
2013,Andrews,9-Midland,47
2013,Angelina,5-Beaumont,111
2013,Aransas,11-Edinburg,100
2013,Archer,2-Abilene,7
2013,Armstrong,1-Lubbock,7
2013,Atascosa,8-San Antonio,254
2013,Austin,6-Houston,31
2013,Bailey,1-Lubbock,25
2013,Bandera,8-San Antonio,65
2013,Bastrop,7-Austin,268
2013,Baylor,2-Abilene,4
2013,Bee,11-Edinburg,135
2013,Bell,7-Austin,1025
2013,Bexar,8-San Antonio,5571
2013,Blanco,7-Austin,5
2013,Borden,9-Midland,8
2013,Bosque,7-Austin,43
2013,Bowie,4-Tyler,225
2013,Brazoria,6-Houston,269
2013,Brazos,7-Austin,196
2013,Brewster,10-El Paso,2
2013,Briscoe,1-Lubbock,2
2013,Brooks,11-Edinburg,33
2013,Brown,2-Abilene,136
2013,Burleson,7-Austin,49
2013,Burnet,7-Austin,139
2013,Caldwell,7-Austin,127
2013,Calhoun,8-San Antonio,22
2013,Callahan,2-Abilene,15
2013,Cameron,11-Edinburg,533
2013,Camp,4-Tyler,60
2013,Carson,1-Lubbock,6
2013,Cass,4-Tyler,78
2013,Castro,1-Lubbock,36
2013,Chambers,6-Houston,63
2013,Cherokee,4-Tyler,189
2013,Childress,1-Lubbock,18
2013,Clay,2-Abilene,12
2013,Cochran,1-Lubbock,7
2013,Coke,9-Midland,10
2013,Coleman,2-Abilene,37
2013,Collin,3-Arlington,468
2013,Collingsworth,1-Lubbock,5
2013,Colorado,6-Houston,25
2013,Comal,8-San Antonio,243
2013,Comanche,2-Abilene,35
2013,Concho,9-Midland,6
2013,Cooke,3-Arlington,130
2013,Coryell,7-Austin,200
2013,Crane,9-Midland,5
2013,Crockett,9-Midland,4
2013,Crosby,1-Lubbock,16
2013,Culberson,10-El Paso,6
2013,Dallam,1-Lubbock,12
2013,Dallas,3-Arlington,4049
2013,Dawson,9-Midland,75
2013,DeWitt,8-San Antonio,57
2013,Deaf Smith,1-Lubbock,56
2013,Delta,4-Tyler,12
2013,Denton,3-Arlington,636
2013,Dickens,1-Lubbock,8
2013,Dimmit,8-San Antonio,74
2013,Donley,1-Lubbock,11
2013,Duval,11-Edinburg,26
2013,Eastland,2-Abilene,44
2013,Ector,9-Midland,469
2013,Edwards,8-San Antonio,14
2013,El Paso,10-El Paso,831
2013,Ellis,3-Arlington,75
2013,Erath,3-Arlington,57
2013,Falls,7-Austin,33
2013,Fannin,3-Arlington,25
2013,Fayette,7-Austin,77
2013,Fisher,2-Abilene,6
2013,Floyd,1-Lubbock,49
2013,Foard,2-Abilene,2
2013,Fort Bend,6-Houston,226
2013,Franklin,4-Tyler,30
2013,Freestone,7-Austin,27
2013,Frio,8-San Antonio,105
2013,Gaines,9-Midland,27
2013,Galveston,6-Houston,300
2013,Garza,1-Lubbock,37
2013,Gillespie,8-San Antonio,51
2013,Goliad,8-San Antonio,2
2013,Gonzales,8-San Antonio,38
2013,Gray,1-Lubbock,104
2013,Grayson,3-Arlington,200
2013,Gregg,4-Tyler,333
2013,Grimes,7-Austin,47
2013,Guadalupe,8-San Antonio,215
2013,Hale,1-Lubbock,121
2013,Hall,1-Lubbock,18
2013,Hamilton,7-Austin,20
2013,Hansford,1-Lubbock,6
2013,Hardeman,2-Abilene,12
2013,Hardin,5-Beaumont,51
2013,Harris,6-Houston,6846
2013,Harrison,4-Tyler,133
2013,Haskell,2-Abilene,10
2013,Hays,7-Austin,183
2013,Hemphill,1-Lubbock,10
2013,Henderson,4-Tyler,233
2013,Hidalgo,11-Edinburg,1214
2013,Hill,7-Austin,83
2013,Hockley,1-Lubbock,105
2013,Hood,3-Arlington,134
2013,Hopkins,4-Tyler,71
2013,Houston,5-Beaumont,64
2013,Howard,9-Midland,173
2013,Hudspeth,10-El Paso,1
2013,Hunt,3-Arlington,245
2013,Hutchinson,1-Lubbock,54
2013,Irion,9-Midland,1
2013,Jack,2-Abilene,19
2013,Jackson,8-San Antonio,14
2013,Jasper,5-Beaumont,51
2013,Jefferson,5-Beaumont,384
2013,Jim Hogg,11-Edinburg,25
2013,Jim Wells,11-Edinburg,125
2013,Johnson,3-Arlington,396
2013,Jones,2-Abilene,27
2013,Karnes,8-San Antonio,51
2013,Kaufman,3-Arlington,121
2013,Kendall,8-San Antonio,36
2013,Kenedy,11-Edinburg,1
2013,Kent,2-Abilene,4
2013,Kerr,8-San Antonio,155
2013,Kimble,9-Midland,27
2013,Kinney,8-San Antonio,5
2013,Kleberg,11-Edinburg,71
2013,Knox,2-Abilene,9
2013,La Salle,8-San Antonio,36
2013,Lamar,4-Tyler,101
2013,Lamb,1-Lubbock,29
2013,Lampasas,7-Austin,69
2013,Lavaca,8-San Antonio,41
2013,Lee,7-Austin,69
2013,Leon,7-Austin,36
2013,Liberty,6-Houston,313
2013,Limestone,7-Austin,40
2013,Lipscomb,1-Lubbock,7
2013,Live Oak,11-Edinburg,38
2013,Llano,7-Austin,63
2013,Lubbock,1-Lubbock,883
2013,Lynn,1-Lubbock,8
2013,Madison,7-Austin,30
2013,Marion,4-Tyler,25
2013,Martin,9-Midland,2
2013,Mason,9-Midland,1
2013,Matagorda,6-Houston,46
2013,Maverick,8-San Antonio,27
2013,McCulloch,9-Midland,25
2013,McLennan,7-Austin,564
2013,McMullen,11-Edinburg,2
2013,Medina,8-San Antonio,190
2013,Menard,9-Midland,8
2013,Midland,9-Midland,214
2013,Milam,7-Austin,109
2013,Mills,7-Austin,14
2013,Mitchell,2-Abilene,11
2013,Montague,2-Abilene,84
2013,Montgomery,6-Houston,796
2013,Moore,1-Lubbock,33
2013,Morris,4-Tyler,21
2013,Motley,1-Lubbock,3
2013,Nacogdoches,5-Beaumont,205
2013,Navarro,3-Arlington,107
2013,Newton,5-Beaumont,26
2013,Nolan,2-Abilene,61
2013,Nueces,11-Edinburg,440
2013,Ochiltree,1-Lubbock,11
2013,Oldham,1-Lubbock,1
2013,Orange,5-Beaumont,212
2013,Palo Pinto,3-Arlington,133
2013,Panola,4-Tyler,22
2013,Parker,3-Arlington,193
2013,Parmer,1-Lubbock,3
2013,Pecos,9-Midland,22
2013,Polk,5-Beaumont,123
2013,Potter,1-Lubbock,361
2013,Presidio,10-El Paso,9
2013,Rains,4-Tyler,14
2013,Randall,1-Lubbock,369
2013,Reagan,9-Midland,1
2013,Real,8-San Antonio,19
2013,Red River,4-Tyler,28
2013,Reeves,9-Midland,14
2013,Refugio,11-Edinburg,9
2013,Robertson,7-Austin,40
2013,Rockwall,3-Arlington,46
2013,Runnels,2-Abilene,34
2013,Rusk,4-Tyler,117
2013,Sabine,5-Beaumont,7
2013,San Augustine,5-Beaumont,13
2013,San Jacinto,5-Beaumont,74
2013,San Patricio,11-Edinburg,137
2013,San Saba,7-Austin,8
2013,Schleicher,9-Midland,13
2013,Scurry,2-Abilene,32
2013,Shelby,5-Beaumont,82
2013,Sherman,1-Lubbock,1
2013,Smith,4-Tyler,501
2013,Somervell,3-Arlington,19
2013,Starr,11-Edinburg,132
2013,Stephens,2-Abilene,20
2013,Sterling,9-Midland,5
2013,Stonewall,2-Abilene,2
2013,Sutton,9-Midland,9
2013,Swisher,1-Lubbock,10
2013,Tarrant,3-Arlington,2227
2013,Taylor,2-Abilene,343
2013,Terry,1-Lubbock,68
2013,Throckmorton,2-Abilene,5
2013,Titus,4-Tyler,56
2013,Tom Green,9-Midland,566
2013,Travis,7-Austin,1607
2013,Trinity,5-Beaumont,47
2013,Tyler,5-Beaumont,30
2013,Upshur,4-Tyler,82
2013,Upton,9-Midland,7
2013,Uvalde,8-San Antonio,88
2013,Val Verde,8-San Antonio,57
2013,Van Zandt,4-Tyler,152
2013,Victoria,8-San Antonio,252
2013,Walker,6-Houston,99
2013,Waller,6-Houston,79
2013,Ward,9-Midland,6
2013,Washington,7-Austin,61
2013,Webb,11-Edinburg,755
2013,Wharton,6-Houston,50
2013,Wheeler,1-Lubbock,9
2013,Wichita,2-Abilene,289
2013,Wilbarger,2-Abilene,21
2013,Willacy,11-Edinburg,76
2013,Williamson,7-Austin,431
2013,Wilson,8-San Antonio,119
2013,Winkler,9-Midland,8
2013,Wise,3-Arlington,150
2013,Wood,4-Tyler,153
2013,Yoakum,1-Lubbock,12
2013,Young,2-Abilene,52
2013,Zapata,11-Edinburg,44
2013,Zavala,8-San Antonio,45
2012,Anderson,4-Tyler,158
2012,Andrews,9-Midland,48
2012,Angelina,5-Beaumont,113
2012,Aransas,11-Edinburg,115
2012,Armstrong,1-Lubbock,5
2012,Atascosa,8-San Antonio,210
2012,Austin,6-Houston,20
2012,Bailey,1-Lubbock,33
2012,Bandera,8-San Antonio,63
2012,Bastrop,7-Austin,222
2012,Baylor,2-Abilene,4
2012,Bee,11-Edinburg,131
2012,Bell,7-Austin,925
2012,Bexar,8-San Antonio,5761
2012,Blanco,7-Austin,7
2012,Borden,9-Midland,3
2012,Bosque,7-Austin,40
2012,Bowie,4-Tyler,209
2012,Brazoria,6-Houston,302
2012,Brazos,7-Austin,217
2012,Brewster,10-El Paso,5
2012,Briscoe,1-Lubbock,2
2012,Brooks,11-Edinburg,32
2012,Brown,2-Abilene,150
2012,Burleson,7-Austin,43
2012,Burnet,7-Austin,110
2012,Caldwell,7-Austin,135
2012,Calhoun,8-San Antonio,20
2012,Callahan,2-Abilene,25
2012,Cameron,11-Edinburg,476
2012,Camp,4-Tyler,46
2012,Carson,1-Lubbock,11
2012,Cass,4-Tyler,61
2012,Castro,1-Lubbock,31
2012,Chambers,6-Houston,75
2012,Cherokee,4-Tyler,207
2012,Childress,1-Lubbock,24
2012,Clay,2-Abilene,9
2012,Cochran,1-Lubbock,7
2012,Coke,9-Midland,12
2012,Coleman,2-Abilene,36
2012,Collin,3-Arlington,429
2012,Collingsworth,1-Lubbock,11
2012,Colorado,6-Houston,27
2012,Comal,8-San Antonio,218
2012,Comanche,2-Abilene,24
2012,Concho,9-Midland,6
2012,Cooke,3-Arlington,87
2012,Coryell,7-Austin,217
2012,Crane,9-Midland,2
2012,Crockett,9-Midland,7
2012,Crosby,1-Lubbock,16
2012,Dallam,1-Lubbock,11
2012,Dallas,3-Arlington,3948
2012,Dawson,9-Midland,33
2012,DeWitt,8-San Antonio,48
2012,Deaf Smith,1-Lubbock,55
2012,Delta,4-Tyler,14
2012,Denton,3-Arlington,684
2012,Dickens,1-Lubbock,10
2012,Dimmit,8-San Antonio,80
2012,Donley,1-Lubbock,14
2012,Duval,11-Edinburg,29
2012,Eastland,2-Abilene,49
2012,Ector,9-Midland,446
2012,Edwards,8-San Antonio,16
2012,El Paso,10-El Paso,814
2012,Ellis,3-Arlington,75
2012,Erath,3-Arlington,62
2012,Falls,7-Austin,25
2012,Fannin,3-Arlington,30
2012,Fayette,7-Austin,82
2012,Fisher,2-Abilene,6
2012,Floyd,1-Lubbock,39
2012,Fort Bend,6-Houston,238
2012,Franklin,4-Tyler,11
2012,Freestone,7-Austin,28
2012,Frio,8-San Antonio,100
2012,Gaines,9-Midland,35
2012,Galveston,6-Houston,327
2012,Garza,1-Lubbock,20
2012,Gillespie,8-San Antonio,56
2012,Goliad,8-San Antonio,6
2012,Gonzales,8-San Antonio,26
2012,Gray,1-Lubbock,138
2012,Grayson,3-Arlington,146
2012,Gregg,4-Tyler,279
2012,Grimes,7-Austin,43
2012,Guadalupe,8-San Antonio,250
2012,Hale,1-Lubbock,130
2012,Hall,1-Lubbock,15
2012,Hamilton,7-Austin,18
2012,Hansford,1-Lubbock,4
2012,Hardeman,2-Abilene,9
2012,Hardin,5-Beaumont,51
2012,Harris,6-Houston,7420
2012,Harrison,4-Tyler,130
2012,Haskell,2-Abilene,8
2012,Hays,7-Austin,177
2012,Hemphill,1-Lubbock,6
2012,Henderson,4-Tyler,248
2012,Hidalgo,11-Edinburg,1313
2012,Hill,7-Austin,74
2012,Hockley,1-Lubbock,103
2012,Hood,3-Arlington,114
2012,Hopkins,4-Tyler,63
2012,Houston,5-Beaumont,60
2012,Howard,9-Midland,111
2012,Hudspeth,10-El Paso,4
2012,Hunt,3-Arlington,251
2012,Hutchinson,1-Lubbock,65
2012,Irion,9-Midland,5
2012,Jack,2-Abilene,17
2012,Jackson,8-San Antonio,3
2012,Jasper,5-Beaumont,42
2012,Jefferson,5-Beaumont,403
2012,Jim Hogg,11-Edinburg,25
2012,Jim Wells,11-Edinburg,131
2012,Johnson,3-Arlington,396
2012,Jones,2-Abilene,11
2012,Karnes,8-San Antonio,42
2012,Kaufman,3-Arlington,136
2012,Kendall,8-San Antonio,51
2012,Kent,2-Abilene,4
2012,Kerr,8-San Antonio,207
2012,Kimble,9-Midland,17
2012,Kinney,8-San Antonio,5
2012,Kleberg,11-Edinburg,85
2012,Knox,2-Abilene,10
2012,La Salle,8-San Antonio,27
2012,Lamar,4-Tyler,118
2012,Lamb,1-Lubbock,33
2012,Lampasas,7-Austin,70
2012,Lavaca,8-San Antonio,27
2012,Lee,7-Austin,71
2012,Leon,7-Austin,29
2012,Liberty,6-Houston,275
2012,Limestone,7-Austin,59
2012,Lipscomb,1-Lubbock,8
2012,Live Oak,11-Edinburg,29
2012,Llano,7-Austin,57
2012,Lubbock,1-Lubbock,899
2012,Lynn,1-Lubbock,8
2012,Madison,7-Austin,46
2012,Marion,4-Tyler,23
2012,Martin,9-Midland,2
2012,Mason,9-Midland,5
2012,Matagorda,6-Houston,52
2012,Maverick,8-San Antonio,29
2012,McCulloch,9-Midland,20
2012,McLennan,7-Austin,515
2012,McMullen,11-Edinburg,3
2012,Medina,8-San Antonio,215
2012,Menard,9-Midland,12
2012,Midland,9-Midland,220
2012,Milam,7-Austin,101
2012,Mills,7-Austin,9
2012,Mitchell,2-Abilene,16
2012,Montague,2-Abilene,116
2012,Montgomery,6-Houston,870
2012,Moore,1-Lubbock,44
2012,Morris,4-Tyler,16
2012,Motley,1-Lubbock,2
2012,Nacogdoches,5-Beaumont,201
2012,Navarro,3-Arlington,107
2012,Newton,5-Beaumont,27
2012,Nolan,2-Abilene,82
2012,Nueces,11-Edinburg,681
2012,Ochiltree,1-Lubbock,15
2012,Oldham,1-Lubbock,2
2012,Orange,5-Beaumont,217
2012,Out of State,Out of State,2
2012,Palo Pinto,3-Arlington,112
2012,Panola,4-Tyler,32
2012,Parker,3-Arlington,98
2012,Parmer,1-Lubbock,4
2012,Pecos,9-Midland,34
2012,Polk,5-Beaumont,117
2012,Potter,1-Lubbock,372
2012,Presidio,10-El Paso,14
2012,Rains,4-Tyler,20
2012,Randall,1-Lubbock,466
2012,Reagan,9-Midland,4
2012,Real,8-San Antonio,9
2012,Red River,4-Tyler,34
2012,Reeves,9-Midland,8
2012,Refugio,11-Edinburg,6
2012,Robertson,7-Austin,40
2012,Rockwall,3-Arlington,48
2012,Runnels,2-Abilene,36
2012,Rusk,4-Tyler,108
2012,Sabine,5-Beaumont,11
2012,San Augustine,5-Beaumont,7
2012,San Jacinto,5-Beaumont,82
2012,San Patricio,11-Edinburg,111
2012,San Saba,7-Austin,14
2012,Schleicher,9-Midland,5
2012,Scurry,2-Abilene,28
2012,Shelby,5-Beaumont,73
2012,Sherman,1-Lubbock,1
2012,Smith,4-Tyler,463
2012,Somervell,3-Arlington,12
2012,Starr,11-Edinburg,132
2012,Stephens,2-Abilene,8
2012,Sutton,9-Midland,6
2012,Swisher,1-Lubbock,24
2012,Tarrant,3-Arlington,2140
2012,Taylor,2-Abilene,331
2012,Terry,1-Lubbock,70
2012,Throckmorton,2-Abilene,1
2012,Titus,4-Tyler,61
2012,Tom Green,9-Midland,557
2012,Travis,7-Austin,1584
2012,Trinity,5-Beaumont,60
2012,Tyler,5-Beaumont,21
2012,Upshur,4-Tyler,53
2012,Upton,9-Midland,9
2012,Uvalde,8-San Antonio,105
2012,Val Verde,8-San Antonio,46
2012,Van Zandt,4-Tyler,160
2012,Victoria,8-San Antonio,227
2012,Walker,6-Houston,92
2012,Waller,6-Houston,84
2012,Ward,9-Midland,8
2012,Washington,7-Austin,51
2012,Webb,11-Edinburg,709
2012,Wharton,6-Houston,69
2012,Wheeler,1-Lubbock,14
2012,Wichita,2-Abilene,298
2012,Wilbarger,2-Abilene,29
2012,Willacy,11-Edinburg,56
2012,Williamson,7-Austin,504
2012,Wilson,8-San Antonio,88
2012,Winkler,9-Midland,7
2012,Wise,3-Arlington,119
2012,Wood,4-Tyler,132
2012,Yoakum,1-Lubbock,10
2012,Young,2-Abilene,53
2012,Zapata,11-Edinburg,54
2012,Zavala,8-San Antonio,52
